logbookID	title	desc	start_date	start_place	end_date	end_place	source	note	change_date	changer	masterIDs	vesselIDs	voyageIDs	master	repositoryID	ID_in_repo	ID_in_repo_alt	url_in_repo	viewer_url	creator	creatorID	thumbnail	citation	other_years	segmentIDs
AL057091	Logbook of the Daniel Webster (Ship) of Nantucket, Mass. on voyage 19 May 1848-18 May 1852 mastered by Henry C. Bunker, kept by G.B. Mearn, Mr. Bailey, and mate Mr. Cowles		1848	Nantucket, MA	1852		NBWM		2018-09-22	N Silveira 	AM0731	AS0160	AV03567		NBW	ODHS 515			https://archive.org/details/logbookofdanielw00unse	 G.B. Mearn, Mr. Bailey, and Mr. Cowles				1848 1849 1850 1851 1852	
AL057092	Logbook of the Siren (Ship) of San Francisco, mastered by Cyrus Manter, on voyage 1878		1878 June 1	Boston, MA			NBWM		2018-11-14	N Silveira	AM3300	AS2393	AV13188		NBW	ODHS 523			https://archive.org/details/logbookofsirensh00sire	Gideon N. Bartlett				1878	
AL057093	Logbook of the Coral (Bark) of San Francisco, mastered by George B. Marvin and Leander C. Owen, on voyage from 5 June 1872-30 Sept. 1878		1872 Dec 4	New Bedford, MA	1877		NBWM		2018-11-14	N Silveira	AM3347	AS0109	AV03326		NBW	ODHS 524			https://archive.org/details/logbookofcoralba00cora	Gideon N. Bartlett				1872 1873 1874 1875 1876 1877	
AL057094	Logbook of the Florida (Ship) of Fairhaven, mastered by Isaiah West, on voyage from 2 June 1851-20 Apr. 1854		1851 May 31	Fairhaven, MA	1854		NBWM		2018-11-13	N Silveira	AM5250	AS1376	AV05007		NBW	ODHS 525			https://archive.org/details/logbookofflorida00flor_0					1851 1852 1853 1854	
AL057095	Logbook of the Florida (Ship) of Fairhaven, mastered by Isaiah West, on voyage from 2 June 1851-20 Apr. 1854		1851 May 31	Fairhaven, MA	1854		NBWM		2018-11-14	N Silveira	AM5250	AS1376	AV05007		NBW	ODHS 530			https://archive.org/details/logbookofflorida00flor_1					1851 1852 1853 1854	
AL057096	Logbook of the Belvedere (Steam bark) of San Francisco, mastered by M.V.B. Millard, on voyage from 9 Mar. 1897-3 Nov. 1898		1897 Mar 9	San Francisco, CA	1898 Nov 7		NBWM		2018-11-14	N Silveira	AM3435	AS0707	AV01703		NBW	ODHS 545			https://archive.org/details/logbookofbelvede00belv					1897 1898	
AL057097	Logbook of the China (Ship) of New Bedford, mastered by Willis Howes, on voyage from 22 June 1852-29 May 1856		1852	New Bedford, MA	1856		NBWM		2018-11-14	N Silveira	AM2703	AS0092	AV02851		NBW	ODHS 549			https://archive.org/details/logbookofchinash00chin					1852 1853 1854 1855 1856	
AL057098	Logbook of the Oregon (Ship) of Fairhaven, mastered by Henry Eldridge, on voyage from 16 Sept. 1853-30 May 1857		1853	Fairhaven, MA	1857		NBWM		2018-10-20	N Silveira	AM1727	AS2109	AV10956		NBW	ODHS 574			https://archive.org/details/logbookoforegons00oreg	Henry Eldridge				1853 1854 1855 1856 1857	
AL057099	Logbook of the Helen Snow (Bark) of New Bedford, Mass., mastered by George H. Macomber, on voyage 17 Oct. 1871-19 Aug. 1872 (abandoned in Arctic)		1871 Oct 16	New Bedford, MA	1872		NBWM		2018-10-05	N Silveira	AM3238	AS0284	AV06363		NBW	ODHS 6	Microfilm Reel 230		https://archive.org/details/logbookofhelensn00unse	Two First Mates				1871 1872	
AL057100	Logbook of the Bounding Billow (Bark), whaling vessel, of Edgartown, Mass., mastered by Jared Jernegan, kept by William J. Shockley, on voyage 16 Aug. 1881-15 Nov. 1882		1881 Aug 15	Edgartown, MA	1882 Oct		NBWM		2018-10-06	N Silveira	AM2892	AS0079	AV01952		NBW	ODHS 609A	Microfilm Reel 287		https://archive.org/details/logbookofboundin00unse	William J. Shockley				1881 1882	
AL057101	Logbook of the Nassau (Ship) of New Bedford, mastered by Henry C. Murdock, on voyage from 9 Oct. 1853-12 July 1856		1853	New Bedford, MA	1856		NBWM		2018-11-13	N Silveira	AM3518	AS0492	AV10279		NBW	ODHS 612			https://archive.org/details/logbookofnassaus00nass_0					1853 1854 1855 1856	
AL057102	George Washington (Ship), of Wareham, Mass., mastered by Benjamin F. Gibbs, on voyage from 17 Nov. 1847-17 Mar. 1850		1847 Nov 16	Wareham, MA	1850		NBWM		2018-11-01	N Silveira	AM2170	AS2735	AV05744		NBW	ODHS 613			https://archive.org/details/georgewashington00geor_2	Henry C. Murdock				1847 1848 1849 1850	
AL057103	Logbook of the Nassau (Ship : 1824-1865) of New Bedford, Mass., mastered by J.W. White, kept by H.C. Murdock on voyage 5 Aug. 1850-22 May 1853		1850	New Bedford, MA	1853		NBWM		2018-10-02	N Silveira	AM5307	AS0492	AV10278		NBW	ODHS 614	Microfilm Reel 288		https://archive.org/details/logbookofnassaus00unse	H.C. Murdock				1850 1851 1852 1853	
AL057104	Logbook of the Henry Kneeland (Ship) of New Bedford, mastered by George H. Clark, on voyage July 1848-May 1851		1848	New Bedford, MA	1851		NBWM		2018-11-01	N Silveira	AM1003	AS0280	AV06435		NBW	ODHS 620			https://archive.org/details/logbookofhenrykn00henr					1848 1849 1850 1851	
AL057105	Logbook of the Young Phoenix (Bark), of San Francisco, Calif., mastered by J.H. Holmes, on whaling voyage from 21 Feb. 1885-10 Nov. 1885		1885	San Francisco, CA	1885		NBWM		2018-10-02	N Silveira	AM2653	AS0698	AV15892		NBW	ODHS 644	Microfilm Reel 289		https://archive.org/details/logbookofyoungph00youn					1885	
AL057106	William Baylies (Steam bark) of New Bedford, Mass., mastered by Horace B. Montross, kept by James Holley Bartletton voyage from 20 Sept. 1886-7 May 1887		1886 Sept 20	New Bedford, MA	1887 May 7		NBWM		2018-11-14	N Silveira	AM3469	AS0713	AV15603		NBW	ODHS 651			https://archive.org/details/williambayliesst00will_1	 James Holley Bartlett				1886 1887	
AL057107	Rosario (Schooner), of San Francisco, Calif., mastered by Edwin Coffin, kept by Benjamin F. Sparks on voyage from 24 Mar. 1891-6 Nov 1891		1891 Mar 24	San Francisco, CA	1891		NBWM		2018-09-22	N Silveira	AM1134	AS2319	AV12541		NBW	ODHS 654B			https://archive.org/details/rosarioschoonero00unse	Benjamin F. Sparks				1891	
AL057108	Alice Frazier (Bark), of New Bedford, Mass., mastered by Daniel H. Taber, on voyage from 10 Sept. 1851-5 Sept. 1855, kept by Benjamin F. Pierce, relating to a whaling voyage to the Atlantic, Pacific, and Arctic oceans and Okhotsk Sea		1851 Sept 10	New Bedford, MA	1855		NBWM		2018-10-08	N Silveira	AM4940	AS0032	AV00551		NBW	ODHS 666			https://archive.org/details/alicefrazierbark00alic	Benjamin F. Pierce				1851 1852 1853 1854 1855	
AL057109	Logbook of the Gay Head (Ship) of New Bedford, Mass., mastered by William Lowen, on voyage from 20 Oct. 1856-28 Aug. 1860		1856 Oct 20	New Bedford, MA	1860		NBWM		2018-09-18	N Silveira	AM3161	AS0253	AV05403		NBW	ODHS 669			https://archive.org/details/logbookofgayhead00unse					1856 1857 1858 1859 1860	
AL057110	Pacific (Ship) of Fairhaven, Mass., mastered by Rufus F. Pease, kept by Jonathan S. Swift, on voyage 17 Feb. 1851-17 May 1854		1851	Fairhaven, MA	1854		NBWM		2025-01-07	dtc	AM3782	AS0532	AV11117		NBW	ODHS 670			https://archive.org/details/pacificshipoffai00paci_0	Jonathan S. Swift				1851 1852 1853 1854	
AL057111	Logbook of the Seneca (Bark) of New Bedford, Mass., mastered by Edmund Kelley, kept and signed by first mate George Duffy, on voyage October 16, 1869-September 14, 1871		1869 Oct 15	New Bedford, MA	1871 Sept 14		NBWM		2018-09-21	N Silveira	AM2956	AS0635	AV13119		NBW	ODHS 7			https://archive.org/details/logbookofsenecab00unse	George Duffy				1869 1870 1871	
AL057112	Bowditch (Ship) of Warren, R.I., mastered by Nelson J. Waldron, kept by Samuel L. Wood on voyage from 18 Sept. 1849-23 Apr. 1852		1849 Sept 18	Warren, RI	1852 Apr 23		NBWM		2018-10-06	N Silveira	AM5164	AS1001	AV01977		NBW	ODHS 727			https://archive.org/details/bowditchshipofwa00bowd	Samuel L. Wood				1849 1850 1851 1852	
AL057113	Scotland (Ship) of New Bedford, Mass., mastered by George A. Smith on voyage 1851 June 22-1854 Apr. 24		1851	New Bedford, MA	1854		NBWM		2018-11-14	N Silveira	AM4490	AS0618	AV12977		NBW	ODHS 739			https://archive.org/details/scotlandshipofne00scot					1851 1852 1853 1854	
AL057114	Logbook of the Navy (Ship) of New Bedford, Mass., mastered by Andrew S. Sarvent, kept by Nelson C. Haley and John D. Dimond on voyage 10 Aug. 1859-18 Apr. 1864		1859 Aug 10	New Bedford, MA	1864		NBWM		2018-09-21	N Silveira	AM4261	AS0495	AV10337		NBW	ODHS 749			https://archive.org/details/logbookofnavyshi00unse	Nelson C. Haley and John D. Dimond				1859 1860 1861 1862 1863 1864	
AL057115	Logbook of the John Wells (Bark) of New Bedford, Mass., mastered by Aaron Dean, kept by Nathaniel C. Ransom, on voyage from 9 Nov. 1869-12 Sept. 1871		1869 Nov 8	New Bedford, MA	1871 Sept 14		NBWM		2018-10-05	N Silveira	AM1544	AS0333	AV07816		NBW	ODHS 769	Microfilm Reel 690		https://archive.org/details/logbookofjohnwel00john	Nathaniel C. Ransom				1869 1870 1871	
AL057116	Logbook of the Mercury (Bark) of New Bedford, mastered by George S. Tooker, on voyage from 20 July 1863-25 May 1867		1863 July 10	New Bedford, MA	1867		NBWM		2018-11-14	N Silveira	AM5062	AS0412	AV09588		NBW	ODHS 780			https://archive.org/details/logbookofmercury00merc	George S. Tooker				1863 1864 1865 1866 1867	
AL057117	Good Return (Ship) of New Bedford, Mass., mastered by Benjamin Franklin Wing, kept by Benjamin Franklin Wing on voyage from 2 Sept. 1851-6 Apr. 1855		1851 Sept 1	New Bedford, MA	1855		NBWM		2018-10-20	N Silveira	AM5401	AS0218	AV05903		NBW	ODHS 794			https://archive.org/details/goodreturnshipof00good	Benjamin Franklin Wing				1851 1852 1853 1854 1855	
AL057118	Atlantic (Bark) of New Bedford, Mass., mastered by West Mitchell (replaced by Benjamin Franklin Wing, at Honolulu, 18 Apr. 1881), on voyage from 2 Nov. 1880-31 Oct. 1881		1880 Nov 1	New Bedford, MA	1881		NBWM		2018-11-13	N Silveira	AM3462, AM5401	AS0023	AV01344		NBW	ODHS 803			https://archive.org/details/atlanticbarkofne00atla	Benjamin Franklin Wing				1880 1881	
AL057119	Covington (Bark) of Warren, R.I. kept by Albert F. Peck		1856 Aug 16	Warren, RI	1860 May 8		NBWM		2018-11-14	N Silveira	AM3563	AS1165	AV03472		NBW	ODHS 820			https://archive.org/details/covingtonbarkout00covi	Albert F. Peck				1856 1857 1858 1859 1860	
AL057120	Moctezuma (Ship) of New Bedford, Mass., mastered by Joseph Tinker, kept by J.H. Rice and two unidentified on voyage from 9 Oct. 1857-11 Apr. 1861		1857 Oct 8	New Bedford, MA	1861		NBWM		2018-10-20	N Silveira	AM5039	AS0448	AV09941		NBW	ODHS 825			https://archive.org/details/moctezumashipout00moct	 J.H. Rice				1857 1858 1859 1860 1861	
AL057121	Logbook of the Betsey Williams (Ship) of Stonington, Conn., mastered by Gilbert Pendleton, kept by John R. Collins, on voyage from 1851 July 23-1854 April 20		1851	Stonington, CT	1854		NBWM		2018-09-22	N Silveira	AM3808	AS0074	AV01853		NBW	ODHS 848			https://archive.org/details/logbookofbetsey1851wunse	John R. Collins				1851 1852 1853 1854	
AL057122	Cossack (Bark) of New Bedford, mastered by Charles Slocum, on voyage from 8 Oct. 1850-10 May 1853		1850	New Bedford, MA	1853		NBWM		2018-10-20	N Silveira	AM4392	AS0122	AV03425		NBW	ODHS 92			https://archive.org/details/cossackbarkofnew00coss	Benjamin Franklin Homan				1850 1851 1852 1853	
AL057123	Logbook of the Moctezuma (Ship) of New Bedford, Mass., mastered by Joseph Tinker, on voyage from 9 Oct. 1857-11 Apr. 1861		1857 Oct 8	New Bedford, MA	1861		NBWM		2018-09-27	N Silveira	AM5039	AS0448	AV09941		NBW	ODHS 922			https://archive.org/details/logbookofmoctezu00unse	Joseph Tinker				1857 1858 1859 1860 1861	
AL057124	Arnolda (Bark) of New Bedford, Mass., mastered by George F. Bauldry, on voyage 2 Jan. 1872 - 1 May 1876		1872 Jan 1	New Bedford, MA	1876		NBWM		2018-10-08	N Silveira	AM0397	AS0018	AV01259		NBW	ODHS 925			https://archive.org/details/arnoldabarkofnew00arno	 first mate				1872 1873 1874 1875 1876	
AL057125	Logbook of the Corinthian (Ship), of New Bedford, Mass., mastered by A. Stewart, on voyage from 4 June, 1851 to 11 June 1854		1851	New Bedford, MA	1854		NBWM		2018-09-21	N Silveira	AM4709	AS0097	AV03355		NBW	ODHS 928			https://archive.org/details/logbookofcorinth00cori					1851 1852 1853 1854	
AL057126	John Carver (Bark) of New Bedford, Mass., mastered by Albert C. Sherman, on voyage from 6 May 1884-11 Nov. 1885		1884 May 5	New Bedford, MA	1885		NBWM		2018-11-13	N Silveira	AM4332, AM3469	AS0351	AV07704		NBW	ODHS 93			https://archive.org/details/johncarverbarkof00john	 Horace A. Montross				1884 1885	
AL057127	Logbook of the Louisa (Bark) of New Bedford, mastered by George Slocum and Ebenzeer F. Nye, on voyage 4 May 1869-23 June 1874		1869 May 3	New Bedford, MA	1874		NBWM		2018-11-13	N Silveira	AM4396, AM3642, AM3213	AS0388	AV08583		NBW	ODHS 930			https://archive.org/details/logbookoflouisab00loui_0	Ebeneezer F. Nye				1869 1870 1871 1872 1873 1874	
AL057128	Logbook of the Mount Wollaston (Bark) of San Francisco, mastered by Frederick A. Barker, on voyage from 3 Jan. 1877-11 Nov.		1872 July 8	New Bedford, MA	1879		NBWM		2018-11-01	N Silveira	AM0292	AS0465	AV10133		NBW	ODHS 935			https://archive.org/details/logbookofmountwo00moun	 Frederick A. Barker				1872 1873 1874 1875 1876 1877 1878 1879	
AL057129	Logbook of the Progress (Bark), of San Francisco, Calif., mastered by Frederick A. Barker, kept by Frederick A. Barker on voyage 16 Dec. 1880-12 Nov. 1881		1880	San Francisco, CA	1881 Nov 13		NBWM		2018-10-06	N Silveira	AM0292	AS1085	AV11996		NBW	ODHS 938B	Microfilm Reel 910		https://archive.org/details/logbookofprogres00unse	Frederick A. Barker				1880 1881	
AL057130	Logbook of the Progress (Bark), of San Francisco, Calif., mastered by Frederick A. Barker, kept by Frederick A. Barker, on voyage 1880 Dec. 16-1881 Nov. 12		1880	San Francisco, CA	1881 Nov 13		NBWM		2018-10-06	N Silveira	AM0292	AS1085	AV11996		NBW	ODHS 939	Microfilm Reel 910		https://archive.org/details/logbookofprogress00unse	Frederick A. Barker				1880 1881	
AL057131	Logbook of the Nimrod (Ship) of New Bedford, Mass., mastered by Willis Howes, kept by Willis Howes, on voyage from 18 Sept. 1857-14 July 1861		1857 Sept 17	New Bedford, MA	1861		NBWM		2018-09-21	N Silveira	AM2703	AS0494	AV10511		NBW	ODHS 946			https://archive.org/details/logbookofnimrods00unse	Willis Howes				1857 1858 1859 1860 1861	
AL057132	Logbook of the Grampus (Steam Barkentine), of San Francisco, Calif., mastered by Henry G. Dexter, kept by Hartson H. Bodfish, on voyage 11 Feb. 1888-5 Nov. 1888		1888 Feb 11	San Francisco, CA	1888 Nov 5		NBWM		2018-10-06	N Silveira	AM1757	AS1502	AV05979		NBW	ODHS 948A	Microfilm Reel 912		https://archive.org/details/logbookofgrampus00unse	Hartson H. Bodfish				1888	
AL057133	Logbook of the Mary D. Hume (Steam brigantine), of San Francisco, Calif., mastered by James A. Tilton, kept by Hartson H. Bodfish, on voyage from 19 Apr. 1890-29 Sept. 1892		1890 April 19	San Francisco, CA	1892 Sept 29		NBWM		2018-10-02	N Silveira	AM5030	AS1881	AV09291		NBW	ODHS 949	Microfilm Reel 912		https://archive.org/details/logbookofmarydhu00unse	 Hartson H. Bodfish				1890 1891 1892	
AL057134	Logbook of the Newport (Steam barkentine), of San Francisco, Calif., mastered (in the following order) by William P. Porter, James Tilton, Hartson H. Bodfish, and G.B. Levitt, kept by Hartson H. Bodfish, on whaling voyage from 1 June 1892-26 Sept. 1898		1892 June 1	San Francisco, CA	1898		NBWM		2018-10-02	N Silveira	AM3926, AM5030, AM0495, AM3071	AS2041	AV10447		NBW	ODHS 950	Microfilm Reel 912		https://archive.org/details/logbookofnewport00unse	Hartson H. Bodfish				1892 1893 1894 1895 1896 1897 1898	
AL057135	Logbook of the Beluga (Steam bark), of San Francisco, Calif., mastered by Hartson H. Bodfish, kept by Hartson H. Bodfish, on voyage from 30 Mar. 1897-4 Oct. 1899		1897 Mar 30	San Francisco, CA	1899 Oct 3		NBWM		2018-10-08	N Silveira	AM0495	AS0966	AV01671		NBW	ODHS 952	Microfilm Reel 912		https://archive.org/details/logbookofbelugast00unse	Hartson H. Bodfish				1897 1898 1899	
AL057136	Logbook of the Beluga (Steam bark), of San Francisco, Calif., mastered by Hartson H. Bodfish, kept by Hartson H. Bodfish, on voyage from 8 Apr. 1900-7 Nov. 1901		1900 Apr 8	San Francisco, CA	1901 Nov 7		NBWM		2018-10-06	N Silveira	AM0495	AS0966	AV01672		NBW	ODHS 952	Microfilm Reel 91		https://archive.org/details/logbookofbelugas00unse	Hartson H. Bodfish				1900 1901	
AL057137	Logbook of the Beluga (Steam bark), of San Francisco, Calif., mastered by Hartson H. Bodfish, kept by Hartson H. Bodfish, on voyage from 28 Mar. 1903-2 Nov. 1903		1903 Mar 31	San Francisco, CA	1903 Nov 1		NBWM		2018-10-06	N Silveira	AM0495	AS0966	AV01674		NBW	ODHS 954			https://archive.org/details/logbookofbelugastea00unse	Hartson H. Bodfish				1903	
AL057138	Logbook of the William Baylies (Steam bark), of San Francisco, Calif., mastered by Hartson H. Bodfish, kept by Hartson H. Bodfish, on voyage from 1 Mar. 1905-3 Nov. 1905		1905 Mar 1	San Francisco, CA	1905 Nov 3		NBWM		2018-10-08	N Silveira	AM0495	AS0713	AV15621		NBW	ODHS 955	Microfilm Reel 213		https://archive.org/details/logbookofwilliam00will	Hartson H. Bodfish				1905	
AL057139	William Baylies (Steam bark), of San Francisco, Calif., mastered by Hartson H. Bodfish, kept by Hartson H. Bodfish, on voyage from 10 Mar. 1906-7 Nov. 1906		1906 Mar 10	San Francisco, CA	1906 Nov 7		NBWM		2018-10-06	N Silveira	AM0495	AS0713	AV15622		NBW	ODHS 956A	Microfilm Reel 213		https://archive.org/details/williambayliesst00unse	Hartson H. Bodfish				1906	
AL057140	Herman (Steam bark), of San Francisco, Calif., mastered by Hartson H. Bodfish, kept by Hartson H. Bodfish, on voyage from 27 Mar.-26 Nov. 1909		1909 Mar 27	San Francisco, CA	1909 Nov 6		NBWM		2018-11-01	N Silveira	AM0495	AS1591	AV06562		NBW	ODHS 957			https://archive.org/details/hermansteambarko00herm	Hartson H. Bodfish				1909	
AL057141	Logbook of the Herman (Steam bark), of San Francisco, Calif., mastered by Hartson H. Bodfish, kept by Hartson H. Bodfish, on voyage from 30 Apr. 1910-2 Nov. 19101910 May 1-1910 Oct. 25		1910 May 1	San Francisco, CA	1910		NBWM		2018-10-06	N Silveira	AM0495	AS1591	AV06563		NBW	ODHS 958	Microfilm Reel 913		https://archive.org/details/logbookofhermans00unse	Hartson H. Bodfish				1910	
AL057142	Logbook of the Herman (Steam bark), of San Francisco, Calif., mastered by Hartson H. Bodfish, kept by Hartson H. Bodfish, on voyage from 22 Mar. 1911-10 Nov. 1911		1911 Mar 22	San Francisco, CA	1911		NBWM		2018-10-06	N Silveira	AM0495	AS1591	AV06564		NBW	ODHS 959			https://archive.org/details/logbookofhermanst00unse	Hartson H. Bodfish				1911	
AL057143	Logbook of the Fleetwing (Bark), of San Francisco, Calif., mastered by John Heppingstone, kept by the daughter of Capt. John Heppingstone, on voyage from 21 Dec. 1881-7 Nov. 1882		1881	San Francisco, CA	1882		NBWM		2018-10-02	N Silveira	AM2564	AS0434	AV04946		NBW	ODHS 961	Microfilm Reel 914		https://archive.org/details/logbookoffleetwi00flee	daughter of Capt. John Heppingstone				1881 1882	
AL057144	Logbook of the Gay Head (Ship) of New Bedford, mastered by William H. Kelley, on voyage from 26 Oct. 1870-1871		1870 Oct 11	New Bedford, MA	1871 Sept 14		NBWM		2018-11-13	N Silveira	AM2966, AM2213	AS0253	AV05406		NBW	ODHS 962			https://archive.org/details/logbookofgayhead00gayh	Robert P. Gifford				1870 1871	
AL057145	Logbook of the John Howland (Ship) of New Bedford, mastered by Alexander Whelden, on voyage from 12 Oct. 1858-6 Sept. 1863		1858 Oct 11	New Bedford, MA	1863		NBWM		2018-10-20	N Silveira	AM5275, AM2475	AS0321	AV07745		NBW	ODHS 969			https://archive.org/details/logbookofjohnhow00john	 Benjamin F. Pierce				1858 1859 1860 1861 1862 1863	
AL057146	Josephine (Bark) of New Bedford, Mass., mastered by George F. Long, kept by David F. Duvoll, on a voyage in 1880-1881.  Hunter (Bark) of San Francisco, Calif., mastered by Albert C. Sherman, kept by Albert C. Sherman on voyage from 26 Dec. 1882-18 Nov. 1883. Lucretia (Steam bark) of San Francisco, Calif. mastered by Albert C. Sherman. Accounts 1885-1886		1880	New Bedford, MA	1886	San Francisco, CA	NBWM		2024-09-20	dtc	AM3142, AM4332	AS0449, AS0288, AS0761	AV06867, AV07892, AV08641	George F. Long; Albert C. Sherman	NBW	ODHS 978A, ODHS 978B			https://archive.org/details/hunterbarkofsanf00hunt	David F. Duvoll; Albert C. Sherman				1880 1881 882 1883 1885 1886	
AL057147	John Carver (Bark), of New Bedford, Mass., mastered by Albert C. Sherman, kept by Albert C. Sherman, on voyage 6 May 1884-11 Nov. 1885		1884 May 5	New Bedford, MA	1885		NBWM		2018-10-08	N Silveira	AM4332, AM3469	AS0351	AV07704		NBW	ODHS 979			https://archive.org/details/johncarverbarkof00john_0	Albert C. Sherman				1884 1885	
AL057148	Logbook of the Orca (Steam bark), of San Francisco, Calif., mastered by Albert C. Sherman, kept by Albert C. Sherman, on voyage from 30 Mar. 1897-22 Sept. 1897		1897 Mar 30	San Francisco, CA	1897 Sept 21		NBWM		2018-10-06	N Silveira	AM4332	AS2107	AV10945		NBW	ODHS 981	Microfilm Reel 954		https://archive.org/details/logbookoforcaste00unse	Albert C. Sherman				1897	
AL057149	Grampus (Steam barkentine), of San Francisco, Calif., mastered by H.H. Norwood, on voyage from 22 Mar. 1890-31 Oct. 1891		1890 Mar 22	San Francisco, CA	1891 Oct 31		NBWM		2018-11-14	N Silveira	AM3631	AS1502	AV05981		NBW	ODHS 991			https://archive.org/details/grampussteambark00gram					1890 1891	
AL057150	Logbook of the Splendid (Ship), of Edgartown, Mass.; mastered by James B. Huxford, on voyage from 11 Aug. 1862-11 Apr. 1867		1862	Edgartown, MA	1867		NBWM		2018-09-22	N Silveira	AM2831, AM1060, M1895, AM1825	AS2420	AV13350		NBW	ODHS 993			https://archive.org/details/logbookofsplendi00unse					1862 1863 1864 1865 1866 1867	
