DWid	DW	voyageID	voyage	vesselID	vessel	agentID	agent	masterID	master	DWlink	other_years	port	change_date	changer
AD10283	1-028	AV01244	Armata : 1838-1840	AS0912	Armata	AA0111	Bassett, Abner	AM3751	Peabody, Frederick	https://archive.org/details/abstractsofwhali1183denn/page/n63	1838 1839 1840	New London, CT	2021-10-04	
AD10284	1-028	AV01245	Armata : 1840-1842	AS0912	Armata	AA0111	Bassett, Abner	AM2774	Hull, William Robinson	https://archive.org/details/abstractsofwhali1183denn/page/n63	1840 1841 1842	New London, CT	2021-10-04	
AD10285	1-028	AV01246	Armata : 1842-1844	AS0912	Armata	AA0111	Bassett, Abner	AM2774	Hull, William R.	https://archive.org/details/abstractsofwhali1183denn/page/n63	1842 1843 1844	New London, CT	2021-10-04	
AD10291	1-029	AV00187	Acasta : 1835-1837	AS0814	Acasta	AA1371	Williams, Charles P.	AM3814	Pendleton, William	https://archive.org/details/abstractsofwhali1183denn/page/n64	1835 1836 1837	Stonington, CT	2021-10-04	
AD10292	1-029	AV00190	Acasta : 1839-1840	AS0814	Acasta	AA1371	Williams, Charles P.	AM4901	Swan, Thomas E.	https://archive.org/details/abstractsofwhali1183denn/page/n64	1839 1840	Stonington, CT	2021-10-04	
AD10293	1-029	AV01189	Archer : 1841-1845	AS0009	Archer	AA1286	Tobey & Ricketson	AM4085	Ricketson, Frederick	https://archive.org/details/abstractsofwhali1183denn/page/n64	1841 1842 1843 1844 1845	New Bedford, MA	2021-10-04	
AD10301	1-030	AV00976	Ann : 1835-	AS0885	Ann	AA0938	Osborn, Marcus B.	AM2378	Halsey, Schuyler	https://archive.org/details/abstractsofwhali1183denn/page/n65	1835	Sag Harbor, NY	2021-10-04	
AD10302	1-030	AV00977	Ann : 1836-1837	AS0885	Ann	AA0938	Osborn, Marcus B.	AM0467	Bishop, James	https://archive.org/details/abstractsofwhali1183denn/page/n65	1836 1837	Sag Harbor, NY	2021-10-04	
AD10303	1-030	AV00981	Ann : 1838-1839	AS0885	Ann	AA0938	Osborn, Marcus B.	AM0467	Bishop, James	https://archive.org/details/abstractsofwhali1183denn/page/n65	1838 1839	Sag Harbor, NY	2021-10-04	
AD10304	1-030	AV00983	Ann : 1839-1841	AS0885	Ann	AA0938	Osborn, Marcus B.	AM1470	Curry, Ezekial Lockwood	https://archive.org/details/abstractsofwhali1183denn/page/n65	1839 1840 1841	Sag Harbor, NY	2021-10-04	
AD10305	1-030	AV00984	Ann : 1841-1843	AS0885	Ann	AA0896	Mulford & Howell	AM1470	Curry, Ezekial Lockwood	https://archive.org/details/abstractsofwhali1183denn/page/n65	1841 1842 1843	Sag Harbor, NY	2021-10-04	
AD10306	1-030	AV00985	Ann : 1843-1846	AS0885	Ann	AA0896	Mulford & Howell	AM3082	Leek, Samuel C.	https://archive.org/details/abstractsofwhali1183denn/page/n65	1843 1844 1845 1846	Sag Harbor, NY	2021-10-04	
AD10311	1-031	AV00857	American : 1835-1836	AS0867	American	AA0658	Huntting, S. & B. & Co.	AM2925	Jones, William A.	https://archive.org/details/abstractsofwhali1183denn/page/n66	1835 1836	Sag Harbor, NY	2021-10-04	
AD10312	1-031	AV00858	American : 1836-1838	AS0867	American	AA0657	Huntting, S. & B.	AM2888	Jennings, Wickham L.	https://archive.org/details/abstractsofwhali1183denn/page/n66	1836 1837 1838	Sag Harbor, NY	2021-10-04	
AD10313	1-031	AV00859	American : 1838-1840	AS0867	American	AA0658	Huntting, S. & B. & Co.	AM2888	Jennings, Wickham L.	https://archive.org/details/abstractsofwhali1183denn/page/n66	1838 1839 1840	Sag Harbor, NY	2021-10-04	
AD10314	1-031	AV00860	American : 1840-1842	AS0867	American	AA0658	Huntting, S. & B. & Co.	AM1327	Cooper, Mercator	https://archive.org/details/abstractsofwhali1183denn/page/n66	1840 1841 1842	Sag Harbor, NY	2021-10-04	
AD10315	1-031	AV00861	American : 1842-1843	AS0867	American	AA0658	Huntting, S. & B. & Co.	AM1327	Cooper, Mercator	https://archive.org/details/abstractsofwhali1183denn/page/n66	1842 1843	Sag Harbor, NY	2021-10-04	
AD10316	1-031	AV00862	American : 1843-1845	AS0867	American	AA0658	Huntting, S. & B. & Co.	AM2517	Havens, Jacob	https://archive.org/details/abstractsofwhali1183denn/page/n66	1843 1844 1845	Sag Harbor, NY	2021-10-04	
AD10321	1-032	AV00173	Acasta : 1835-1836	AS0815	Acasta	AA0897	Mulford & Sleight	AM2239	Glover, Alfred C.	https://archive.org/details/abstractsofwhali1183denn/page/n67	1835 1836	Sag Harbor, NY	2021-10-04	
AD10322	1-032	AV00174	Acasta : 1836-1837	AS0815	Acasta	AA0897	Mulford & Sleight	AM1572	Dennison, Samuel	https://archive.org/details/abstractsofwhali1183denn/page/n67	1836 1837	Sag Harbor, NY	2021-10-04	
AD10323	1-032	AV00175	Acasta : 1837-1838	AS0815	Acasta	AA0897	Mulford & Sleight	AM2413	Hand, David L.	https://archive.org/details/abstractsofwhali1183denn/page/n67	1837 1838	Sag Harbor, NY	2021-10-04	
AD10324	1-032	AV00176	Acasta : 1838-1840	AS0815	Acasta	AA0897	Mulford & Sleight	AM4551	Smith, Sylvester P.	https://archive.org/details/abstractsofwhali1183denn/page/n67	1838 1839 1840	Sag Harbor, NY	2021-10-04	
AD10325	1-032	AV00177	Acasta : 1840-1841	AS0815	Acasta	AA0897	Mulford & Sleight	AM4551	Smith, Sylvester P.	https://archive.org/details/abstractsofwhali1183denn/page/n67	1840 1841	Sag Harbor, NY	2021-10-04	
AD10326	1-032	AV00178	Acasta : 1841-1842	AS0815	Acasta	AA0897	Mulford & Sleight	AM2519	Havens, James Munroe	https://archive.org/details/abstractsofwhali1183denn/page/n67	1841 1842	Sag Harbor, NY	2021-10-04	
AD10327	1-032	AV00179	Acasta : 1842-1844	AS0815	Acasta	AA0897	Mulford & Sleight	AM2519	Havens, James Munroe	https://archive.org/details/abstractsofwhali1183denn/page/n67	1842 1843 1844	Sag Harbor, NY	2021-10-04	
AD10331	1-033	AV01180	Arabella : 1833-1837	AS0017	Arabella	AA0624	Howell, N. & G.	AM3865	Pierson, James	https://archive.org/details/abstractsofwhali1183denn/page/n68	1833 1834 1835 1836 1837	Sag Harbor, NY	2021-10-04	
AD10332	1-033	AV01181	Arabella : 1837-1839	AS0017	Arabella	AA0624	Howell, N. & G.	AM3865	Pierson, James	https://archive.org/details/abstractsofwhali1183denn/page/n68	1837 1838 1839	Sag Harbor, NY	2021-10-04	
AD10333	1-033	AV01182	Arabella : 1839-1841	AS0017	Arabella	AA0624	Howell, N. & G.	AM0468	Bishop, John, Jr.	https://archive.org/details/abstractsofwhali1183denn/page/n68	1839 1840 1841	Sag Harbor, NY	2021-10-04	
AD10334	1-033	AV01183	Arabella : 1841-1844	AS0017	Arabella	AA0624	Howell, N. & G.	AM0217	Babcock, Hedges	https://archive.org/details/abstractsofwhali1183denn/page/n68	1841 1842 1843 1844	Sag Harbor, NY	2021-10-04	
AD10341	1-034	AV00312	Aeronaut : 1834-1836	AS0826	Aeronaut	AA0822	Mallory, Charles	AM3270	Mallory, Alvin	https://archive.org/details/abstractsofwhali1183denn/page/n69	1834 1835 1836	Mystic, CT	2021-10-04	
AD10342	1-034	AV00313	Aeronaut : 1836-1838	AS0826	Aeronaut	AA0822	Mallory, Charles	AM3270	Mallory, Alvin	https://archive.org/details/abstractsofwhali1183denn/page/n69	1836 1837 1838	Mystic, CT	2021-10-04	
AD10343	1-034	AV00314	Aeronaut : 1838-1840	AS0826	Aeronaut	AA0822	Mallory, Charles	AM3271	Mallory, Charles	https://archive.org/details/abstractsofwhali1183denn/page/n69	1838 1839 1840	Mystic, CT	2021-10-04	
AD10344	1-034	AV00315	Aeronaut : 1840-1842	AS0826	Aeronaut	AA0822	Mallory, Charles	AM3271	Mallory, Charles	https://archive.org/details/abstractsofwhali1183denn/page/n69	1840 1841 1842	Mystic, CT	2021-10-04	
AD10345	1-034	AV00316	Aeronaut : 1842-1843	AS0826	Aeronaut	AA0822	Mallory, Charles	AM5261	West, William A.	https://archive.org/details/abstractsofwhali1183denn/page/n69	1842 1843	Mystic, CT	2021-10-04	
AD10346	1-034	AV00317	Aeronaut : 1843-1845	AS0826	Aeronaut	AA0822	Mallory, Charles	AM5261	West, William A.	https://archive.org/details/abstractsofwhali1183denn/page/n69	1843 1844 1845	Mystic, CT	2021-10-04	
AD10351	1-035	AV01291	Athalia : 1839-1840	AS0918	Athalia	AA0834	Mayhew, Joseph	AM4641	Sprague, Joseph	https://archive.org/details/abstractsofwhali1183denn/page/n70	1839 1840	Edgartown, MA	2021-10-04	
AD10352	1-035	AV01292	Athalia : 1840-1841	AS0918	Athalia	AA0834	Mayhew, Joseph	AM4637	Sprague	https://archive.org/details/abstractsofwhali1183denn/page/n70	1840 1841	Edgartown, MA	2021-10-04	
AD10353	1-035	AV01293	Athalia : 1841-1842	AS0918	Athalia	AA0834	Mayhew, Joseph	AM3364	Mayhew, Bartlett	https://archive.org/details/abstractsofwhali1183denn/page/n70	1841 1842	Edgartown, MA	2021-10-04	
AD10354	1-035	AV01395	Atlas : 1834-1835	AS0930	Atlas			AM2057	Fuller, Luther	https://archive.org/details/abstractsofwhali1183denn/page/n70	1834 1835	Norwich, CT	2021-10-04	
AD10355	1-035	AV01396	Atlas : 1836-1837	AS0930	Atlas			AM0364	Barnum, John S.	https://archive.org/details/abstractsofwhali1183denn/page/n70	1836 1837	Norwich, CT	2021-10-04	
AD10356	1-035	AV01397	Atlas : 1837	AS0930	Atlas			AM0233	Bailey, Joseph A., Jr.	https://archive.org/details/abstractsofwhali1183denn/page/n70	1837	Norwich, CT	2021-10-04	
AD10361	1-036	AV01307	Atlantic : 1835-1837	AS0921	Atlantic	AA0467	Ford, Samuel H.	AM1326	Cooper, Huntting	https://archive.org/details/abstractsofwhali1183denn/page/n71	1835 1836 1837	Bridgeport, CT	2021-10-04	
AD10362	1-036	AV01308	Atlantic : 1837-1839	AS0921	Atlantic	AA0661	Hurd, Samuel F.	AM3934	Post, William	https://archive.org/details/abstractsofwhali1183denn/page/n71	1837 1838 1839	Bridgeport, CT	2021-10-04	
AD10363	1-036	AV01309	Atlantic : 1839-1840	AS0921	Atlantic	AA0467	Ford, Samuel H.	AM4153	Rose, John	https://archive.org/details/abstractsofwhali1183denn/page/n71	1839 1840	Bridgeport, CT	2021-10-04	
AD10364	1-036	AV01310	Atlantic : 1840-1841	AS0921	Atlantic	AA0467	Ford, Samuel H.	AM2882	Jennings	https://archive.org/details/abstractsofwhali1183denn/page/n71	1840 1841	Bridgeport, CT	2021-10-04	
AD10365	1-036	AV01311	Atlantic : 1841-1842	AS0921	Atlantic	AA0467	Ford, Samuel H.	AM2693	Howell, Edward	https://archive.org/details/abstractsofwhali1183denn/page/n71	1841 1842	Bridgeport, CT	2021-10-04	
AD10366	1-036	AV01312	Atlantic : 1842-1844	AS0921	Atlantic	AA1208	Sterling, Sherwood	AM2693	Howell, Edward	https://archive.org/details/abstractsofwhali1183denn/page/n71	1842 1843 1844	Bridgeport, CT	2021-10-04	
AD10371	1-037	AV01036	Ann Parry : 1833-1836	AS0881	Ann Parry	AA1000	Portsmouth Pier Co., James Kennard	AM4029	Ray, Reuben, Jr.	https://archive.org/details/abstractsofwhali1183denn/page/n72	1833 1834 1835 1836	Portsmouth, NH	2021-10-04	
AD10372	1-037	AV01037	Ann Parry : 1837-1839	AS0881	Ann Parry	AA0714	Kennard, James	AM4769	Swain, Charles	https://archive.org/details/abstractsofwhali1183denn/page/n72	1837 1838 1839	Portsmouth, NH	2021-10-04	
AD10373	1-037	AV01038	Ann Parry : 1839-1842	AS0881	Ann Parry	AA0714	Kennard, James	AM5550	Youngs, James	https://archive.org/details/abstractsofwhali1183denn/page/n72	1839 1840 1841 1842	Portsmouth, NH	2021-10-04	
AD10374	1-037	AV01039	Ann Parry : 1842-1845	AS0881	Ann Parry	AA0714	Kennard, James	AM1569	Dennett, James, Jr.	https://archive.org/details/abstractsofwhali1183denn/page/n72	1842 1843 1844 1845	Portsmouth, NH	2021-10-04	
AD10381	1-038	AV00252	Adeline : 1837-1840	AS0002	Adeline	AA0641	Howland, I., Jr. & Co.	AM0682	Brown, Thomas	https://archive.org/details/abstractsofwhali1183denn/page/n73	1837 1838 1839 1840	Newburyport, MA	2021-10-04	
AD10382	1-038	AV00253	Adeline : 1840-1842	AS0002	Adeline	AA0641	Howland, I., Jr. & Co.	AM2285	Gray, George W.	https://archive.org/details/abstractsofwhali1183denn/page/n73	1840 1841 1842	New Bedford, MA	2021-10-04	
AD10383	1-038	AV00254	Adeline : 1843-1846	AS0002	Adeline	AA0641	Howland, I., Jr. & Co.	AM1232	Cole, Charles H.	https://archive.org/details/abstractsofwhali1183denn/page/n73	1843 1844 1845 1846	New Bedford, MA	2021-10-04	
AD10391	1-039	AV01034	Ann Mary Ann : 1842-1845	AS0880	Ann Mary Ann	AA0897	Mulford & Sleight	AM5436	Winters, Jonas	https://archive.org/details/abstractsofwhali1183denn/page/n74	1842 1843 1844 1845	Sag Harbor, NY	2021-10-04	
AD10392	1-039	AV01371	Atlas : 1835-1836	AS0926	Atlas	AA0211	Chase, Hezekiah & Co.	AM2137	Gardner, Samuel G.	https://archive.org/details/abstractsofwhali1183denn/page/n74	1835 1836	Lynn, MA	2021-10-04	
AD10393	1-039	AV01455	Averick Heinecken : 1838-1839	AS0773	Averick Heinecken	AA0951	Parker, John A. & Son	AM4704	Stetson, Peleg H.	https://archive.org/details/abstractsofwhali1183denn/page/n74	1838 1839	New Bedford, MA	2021-10-04	
AD10401	1-040	AV01405	Audley Clarke : 1833-1837	AS0931	Audley Clarke	AA0187	Bush & Clarke	AM3698	Paddack, Joseph, Jr.	https://archive.org/details/abstractsofwhali1183denn/page/n75	1833 1834 1835 1836 1837	Newport, RI	2021-10-04	
AD10402	1-040	AV01406	Audley Clarke : 1837-1840	AS0931	Audley Clarke	AA0187	Bush & Clarke	AM4345	Sherman, Joseph	https://archive.org/details/abstractsofwhali1183denn/page/n75	1837 1838 1839 1840	Newport, RI	2021-10-04	
AD10403	1-040	AV01407	Audley Clarke : 1840-1844	AS0931	Audley Clarke	AA0187	Bush & Clarke	AM2335	Griswold, Henry	https://archive.org/details/abstractsofwhali1183denn/page/n75	1840 1841 1842 1843 1844	Newport, RI	2021-10-04	
AD10411	1-041	AV01071	Anne : 1833-1836	AS0890	Anne	AA0391	DeWolf, William Henry	AM4765	Swain, Barzillai	https://archive.org/details/abstractsofwhali1183denn/page/n76	1833 1834 1835 1836	Bristol, RI	2021-10-04	
AD10412	1-041	AV01072	Anne : 1837-1840	AS0890	Anne	AA0390	DeWolf, James, William, Byron Diman	AM4080	Richmond, Gilbert	https://archive.org/details/abstractsofwhali1183denn/page/n76	1837 1838 1839 1840	Bristol, RI	2021-10-04	
AD10413	1-041	AV01073	Anne  : 1841-1844	AS0890	Anne 	AA0394	Diman, Byron	AM3475	Moore, Francis	https://archive.org/details/abstractsofwhali1183denn/page/n76	1841 1842 1843 1844	Bristol, RI	2021-10-04	
AD10421	1-042	AV00814	America : 1840-1842	AS0006	America	AA0641	Howland, I., Jr. & Co.	AM1851	Fisher, Alfred Kendrick	https://archive.org/details/abstractsofwhali1183denn/page/n77	1840 1841 1842	New Bedford, MA	2021-10-04	
AD10422	1-042	AV00787	America : 1832-1836	AS0014	America	AA1066	Rogers, Robert, Jr.	AM0930	Chase, Robert B.	https://archive.org/details/abstractsofwhali1183denn/page/n77	1832 1833 1834 1835 1836	Bristol, RI	2021-10-04	
AD10423	1-042	AV00788	America : 1836-1838	AS0014	America	AA1066	Rogers, Robert, Jr.	AM0698	Brownell, Samuel	https://archive.org/details/abstractsofwhali1183denn/page/n77	1836 1837 1838	Bristol, RI	2021-10-04	
AD10424	1-042	AV00790	America : 1838-1840	AS0014	America	AA1066	Rogers, Robert, Jr.	AM4370	Simmons, Amasa	https://archive.org/details/abstractsofwhali1183denn/page/n77	1838 1839 1840	Bristol, RI	2021-10-04	
AD10431	1-043	AV00838	America : 1841-1842	AS2745	America	AA1287	Tobey, M. S. F.	AM3019	Lambert, Thomas F.	https://archive.org/details/abstractsofwhali1183denn/page/n78	1841 1842	Wareham, MA	2021-10-04	
AD10432	1-043	AV00839	America : 1842-1844	AS2745	America	AA1287	Tobey, M. S. F.	AM0430	Bellows, Quartus	https://archive.org/details/abstractsofwhali1183denn/page/n78	1842 1843 1844	Wareham, MA	2021-10-04	
AD10433	1-043	AV01362	Atlantic : 1833-1834	AS0925	Atlantic	AA0228	Child, Shubael P. & J. Driscoll	AM3849	Pickens, Andrew	https://archive.org/details/abstractsofwhali1183denn/page/n78	1833 1834	Warren, RI	2021-10-04	
AD10434	1-043	AV01363	Atlantic : 1834-1836	AS0925	Atlantic	AA0400	Driscoll & Child	AM3352	Mason, William	https://archive.org/details/abstractsofwhali1183denn/page/n78	1834 1835 1836	Warren, RI	2021-10-04	
AD10435	1-043	AV01364	Atlantic : 1836-1838	AS0925	Atlantic	AA0400	Driscoll & Child	AM2710	Howland, Charles F.	https://archive.org/details/abstractsofwhali1183denn/page/n78	1836 1837 1838	Warren, RI	2021-10-04	
AD10436	1-043	AV01366	Atlantic : 1838-1839	AS0925	Atlantic			AM2710	Howland, Charles F.	https://archive.org/details/abstractsofwhali1183denn/page/n78	1838 1839	Warren, RI	2021-10-04	
AD10441	1-044	AV00768	Amazon : 1842	AS2744	Amazon			AM1311	Cook, John J.	https://archive.org/details/abstractsofwhali1183denn/page/n79	1842	Provincetown, MA	2021-10-04	
AD10442	1-044	AV01398	Atlas : 1835-1836	AS0929	Atlas	AA0193	Carr, William, Jr.	AM4461	Smith, Benjamin	https://archive.org/details/abstractsofwhali1183denn/page/n79	1835 1836	Warren, RI	2021-10-04	
AD10443	1-044	AV01399	Atlas : 1836-1837	AS0929	Atlas	AA0193	Carr, William, Jr.	AM4461	Smith, Benjamin	https://archive.org/details/abstractsofwhali1183denn/page/n79	1836 1837	Warren, RI	2021-10-04	
AD10444	1-044	AV01400	Atlas : 1837-1839	AS0929	Atlas	AA1157	Smith, Joseph, Jr. & Co.	AM4179	Russell, Benjamin	https://archive.org/details/abstractsofwhali1183denn/page/n79	1837 1838 1839	Warren, RI	2021-10-04	
AD10451	1-045	AV01013	Ann Maria : 1836-1837	AS0878	Ann Maria	AA0423	Eddy, John or Joseph Barnard	AM4817	Swain, Tristram C.	https://archive.org/details/abstractsofwhali1183denn/page/n80	1836 1837	Fall River, MA	2021-10-04	
AD10452	1-045	AV01014	Ann Maria : 1837-1838	AS0878	Ann Maria	AA0071	Barnard, Joseph S	AM0696	Brownell, Frederick A.	https://archive.org/details/abstractsofwhali1183denn/page/n80	1837 1838	Fall River, MA	2021-10-04	
AD10453	1-045	AV01015	Ann Maria : 1838-1839	AS0878	Ann Maria	AA0072	Barnard, Joseph S.	AM4566	Snell, Angles	https://archive.org/details/abstractsofwhali1183denn/page/n80	1838 1839	Fall River, MA	2021-10-04	
AD10454	1-045	AV01016	Ann Maria : 1840	AS0878	Ann Maria	AA0423	Eddy, John or Joseph Barnard	AM0820	Carr, John	https://archive.org/details/abstractsofwhali1183denn/page/n80	1840	Fall River, MA	2021-10-04	
AD10455	1-045	AV01017	Ann Maria : 1840-1841	AS0878	Ann Maria	AA0422	Eddy, John	AM0820	Carr, John	https://archive.org/details/abstractsofwhali1183denn/page/n80	1840 1841	Fall River, MA	2021-10-04	
AD10456	1-045	AV01018	Ann Maria : 1841-1842	AS0878	Ann Maria	AA0072	Barnard, Joseph S.	AM0820	Carr, John	https://archive.org/details/abstractsofwhali1183denn/page/n80	1841 1842	Fall River, MA	2021-10-04	
AD10457	1-045	AV01019	Ann Maria : 1843-1845	AS0878	Ann Maria	AA0072	Barnard, Joseph S.	AM0820	Carr, John	https://archive.org/details/abstractsofwhali1183denn/page/n80	1843 1844 1845	Fall River, MA	2021-10-04	
AD10461	1-046	AV00493	Alexander : 1843-1848	AS0839	Alexander	AA0737	L’Hommedieu, Samuel	AM2925	Jones, William A.	https://archive.org/details/abstractsofwhali1183denn/page/n81	1843 1844 1845 1846 1847 1848	Sag Harbor, NY	2021-10-04	
AD10462	1-046	AV01294	Athenian : 1836-1839	AS0919	Athenian			AM2359	Hallett, Rowland S.	https://archive.org/details/abstractsofwhali1183denn/page/n81	1836 1837 1838 1839	New York, NY	2021-10-04	
AD10463	1-046	AV01456	Avis : 1841-1842	AS0943	Avis	AA0744	Lawrence, Joseph	AM3807	Pendleton, Gilbert	https://archive.org/details/abstractsofwhali1183denn/page/n81	1841 1842	New London, CT	2021-10-04	
AD10471	1-047	AV00522	Alexander Mansfield : 1833-1835	AS0835	Alexander Mansfield	AA0070	Barnard, Curtis & Co.	AM4677	Starbuck, R. E.	https://archive.org/details/abstractsofwhali1183denn/page/n82	1833 1834 1835	Hudson, NY	2021-10-04	
AD10472	1-047	AV00523	Alexander Mansfield : 1835-1837	AS0835	Alexander Mansfield	AA0070	Barnard, Curtis & Co.	AM4677	Starbuck, R. E.	https://archive.org/details/abstractsofwhali1183denn/page/n82	1835 1836 1837	Hudson, NY	2021-10-04	
AD10473	1-047	AV00524	Alexander Mansfield : 1837-1839	AS0835	Alexander Mansfield	AA0070	Barnard, Curtis & Co.	AM1609	Douglass, Robert L.	https://archive.org/details/abstractsofwhali1183denn/page/n82	1837 1838 1839	Hudson, NY	2021-10-04	
AD10474	1-047	AV00525	Alexander Mansfield : 1839-1840	AS0835	Alexander Mansfield	AA0070	Barnard, Curtis & Co.	AM1609	Douglass, Robert L.	https://archive.org/details/abstractsofwhali1183denn/page/n82	1839 1840	Hudson, NY	2021-10-04	
AD10475	1-047	AV12040	Quito : 1842-1843	AS0558	Quito	AA0114	Bates, Jno. S.	AM0933	Chase, Tristram L.	https://archive.org/details/abstractsofwhali1183denn/page/n82	1842 1843	Sippican, MA	2021-10-04	
AD10481	1-048	AV00795	America II : 1837	AS0047	America II	AA0070	Barnard, Curtis & Co.	AM5063	Topham, William H.	https://archive.org/details/abstractsofwhali1183denn/page/n83	1837	Hudson, NY	2021-10-04	
AD10482	1-048	AV00796	America II : 1837-1839	AS0047	America II	AA0070	Barnard, Curtis & Co.	AM5063	Topham, William H.	https://archive.org/details/abstractsofwhali1183denn/page/n83	1837 1838 1839	Hudson, NY	2021-10-04	
AD10483	1-048	AV00797	America II : 1839-1842	AS0047	America II	AA0070	Barnard, Curtis & Co.	AM5063	Topham, William H.	https://archive.org/details/abstractsofwhali1183denn/page/n83	1839 1840 1841 1842	Hudson, NY	2021-10-04	
AD10484	1-048	AV00836	America II : 1842-1844	AS0047	America II	AA1371	Williams, Charles P.	AM2765	Hubbard, George, Jr.	https://archive.org/details/abstractsofwhali1183denn/page/n83	1842 1843 1844	Stonington, CT	2021-10-04	
AD10491	1-049	AV01492	Balaena : 1830-1834	AS0064	Balaena	AA0642	Howland, J. & J.	AM2004	Fosdick, Obed	https://archive.org/details/abstractsofwhali1183denn/page/n84	1830 1831 1832 1833 1834	New Bedford, MA	2021-10-04	
AD10492	1-049	AV01493	Balaena : 1834-1837	AS0064	Balaena	AA0642	Howland, J. & J.	AM3162	Lucas, Thomas D.	https://archive.org/details/abstractsofwhali1183denn/page/n84	1834 1835 1836 1837	New Bedford, MA	2021-10-04	
AD10493	1-049	AV01494	Balaena : 1837-1841	AS0064	Balaena	AA0642	Howland, J. & J.	AM3162	Lucas, Thomas D.	https://archive.org/details/abstractsofwhali1183denn/page/n84	1837 1838 1839 1840 1841	New Bedford, MA	2021-10-04	
